Product ID,Category,Sub-Category,Product Name,State,Price per product
OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,New York,21.38
OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",Texas,16.784
TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,Pennsylvania,135.516
OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Colorado,2.994
OFF-PA-10001166,Office Supplies,Paper,Xerox 1932,Colorado,28.352
OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Vermont,180.98
OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,Michigan,5.84
TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,Colorado,509.997
OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Washington,4.304
FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",New Jersey,9.48
OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Michigan,186.732
TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,California,109.584
OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,Arizona,6.856
TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,Illinois,50.4
OFF-FA-10003495,Office Supplies,Fasteners,Staples,Tennessee,4.864
OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Georgia,140.85
OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,New York,4.48
OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,California,10.67
FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",Rhode Island,8.75
TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,California,129.99
OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,Texas,0.336
OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",New York,8.344
FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Colorado,17.394
FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,Pennsylvania,15.992
OFF-AR-10001955,Office Supplies,Art,Newell 319,Nevada,19.84
OFF-ST-10002562,Office Supplies,Storage,Staple magnet,Illinois,7.504
OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,Texas,1.044
OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,California,8.784
OFF-AR-10000588,Office Supplies,Art,Newell 345,Texas,15.872
OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,Ohio,20.184
TEC-PH-10002115,Technology,Phones,Plantronics 81402,Ohio,39.594
OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,Arizona,2.742
OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,Pennsylvania,17.328
FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Texas,204.6664
FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,Texas,3.492
OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,Virginia,3.98
OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,New York,6.98
FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,Michigan,205.9
FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,New York,288.882
OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,North Carolina,3.984
FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Virginia,58.14
OFF-PA-10003797,Office Supplies,Paper,Xerox 209,New York,6.48
FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",California,9.14
OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,Arizona,7.92
OFF-LA-10004093,Office Supplies,Labels,Avery 486,Washington,7.31
TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,Oklahoma,136.99
FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Delaware,25.38
OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,Alabama,6.75
TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,Texas,199.044
TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,Maryland,134.99
OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,Washington,34.76
OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,California,5.78
OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Massachusetts,40.98
FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,Washington,400.784
OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,California,12.28
TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,Pennsylvania,41.994
OFF-LA-10003720,Office Supplies,Labels,Avery 487,Pennsylvania,2.952
OFF-AR-10001246,Office Supplies,Art,Newell 317,California,2.94
OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Texas,13.584
OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,Pennsylvania,95.448
OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,Kentucky,2.66
TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,New York,157.99
TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,Texas,12.744
OFF-PA-10001826,Office Supplies,Paper,Xerox 207,Texas,5.184
OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,California,30.98
OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,Ohio,3.444
TEC-PH-10001468,Technology,Phones,Panasonic Business Telephones KX-T7736,New York,182.02
FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Massachusetts,12.99
OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,Colorado,1.494
FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",California,49.283
TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,Ohio,129.948
OFF-AR-10000203,Office Supplies,Art,Newell 336,Wisconsin,4.28
OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Texas,35.184
OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,California,181.46
OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",Texas,31.152
OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),New York,5.28
TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,California,367.992
FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Ohio,330.588
OFF-PA-10000029,Office Supplies,Paper,Xerox 224,Pennsylvania,5.184
OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",Ohio,3.808
OFF-AR-10000658,Office Supplies,Art,Newell 324,New York,11.55
FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,California,228.784
OFF-LA-10002787,Office Supplies,Labels,Avery 480,Delaware,3.75
OFF-LA-10004544,Office Supplies,Labels,Avery 505,Texas,11.84
TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,Arkansas,84.99
TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,Florida,60
OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,New York,9.31
OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Arizona,139.128
OFF-LA-10004484,Office Supplies,Labels,Avery 476,Illinois,3.304
TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,California,89.192
TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,California,59
OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",California,30.98
FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",West Virginia,224.448
FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,New York,63.882
OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,California,5.98
FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",Alabama,5.08
TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,Georgia,10.99
OFF-AP-10003099,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",Virginia,49.43
OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,California,5.98
OFF-AR-10000823,Office Supplies,Art,Newell 307,Illinois,1.456
OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,California,5.78
TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,Texas,95.97
OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Pennsylvania,1.143
OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Ohio,9.328
OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",Michigan,5.81
OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Illinois,5.584
FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Georgia,6.24
OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,California,2.304
OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,California,21.98
OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,Tennessee,157.794
TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,Texas,29.208
OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,California,13.84
FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,New Jersey,10.52
OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,New York,60.98
OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Connecticut,5.38
OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,Ohio,1.632
OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",New York,6.74
OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,California,9.584
FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",Maryland,29.98
OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,Ohio,25.584
OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Michigan,64.98
TEC-MA-10003230,Technology,Machines,Okidata C610n Printer,Illinois,454.3
FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Illinois,2.656
OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,New Jersey,4.91
OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",New York,6.55
FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,California,145.333
OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,California,3.41
FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,Pennsylvania,245.693
FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",California,119.833
FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",Colorado,120.784
TEC-MA-10004552,Technology,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer,New York,258.95
FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,Oregon,76.76
TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",North Carolina,7.824
TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Florida,47.992
OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,Texas,49.784
OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Texas,9.08
FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,New York,8.98
OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,New York,1.84
TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Washington,37.99
TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,New York,359.95
OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",Arizona,6.76
TEC-PH-10001615,Technology,Phones,AT&T CL82213,Virginia,28.99
FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,Virginia,12.2
TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,California,11.992
OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Florida,12.84
TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,New York,20.95
OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,Kentucky,27.75
OFF-AR-10004269,Office Supplies,Art,Newell 31,Alabama,4.13
FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",California,22.23
FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Washington,107.53
OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Washington,19.83
TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,California,33.56
OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,New York,47.824
TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,California,99.99
OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,Oklahoma,78.65
TEC-MA-10003493,Technology,Machines,Penpower WorldCard Pro Card Scanner,Tennessee,91.475
OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,Virginia,9.11
OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,California,4.98
OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,California,25.392
TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",Nebraska,29.99
FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",Texas,89.0664
FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,Florida,33.68
TEC-PH-10000441,Technology,Phones,VTech DS6151,Rhode Island,125.99
OFF-PA-10003953,Office Supplies,Paper,Xerox 218,California,6.48
OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,Pennsylvania,83.88
OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,Nevada,2.58
OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",Maryland,2.88
OFF-LA-10001569,Office Supplies,Labels,Avery 499,New York,4.98
OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,Texas,2.08
OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,New York,46.89
OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,Arkansas,4.49
FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Michigan,136.98
FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,Washington,3.7
OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,Texas,3.206
OFF-LA-10000262,Office Supplies,Labels,Avery 494,Florida,2.088
FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",Pennsylvania,20.104
OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,California,6.88
OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,Illinois,44.232
OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Texas,13.656
OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",New Mexico,36.55
TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,New York,34.95
TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,New York,6.99
OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,New York,12.21
OFF-PA-10001534,Office Supplies,Paper,Xerox 230,Virginia,6.48
OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,New York,96.93
OFF-BI-10004182,Office Supplies,Binders,Economy Binders,New York,1.664
OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,Indiana,28.28
OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,Illinois,2.856
OFF-AR-10001446,Office Supplies,Art,Newell 309,Texas,9.24
OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,Missouri,32.48
OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,Arkansas,47.9
FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Illinois,96.236
FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,New York,110.691
OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",Tennessee,2.968
OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,California,5.28
FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Washington,54.2
OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,Arkansas,21.38
TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,California,559.992
OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,Florida,56.784
FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,Maryland,183.477
TEC-AC-10000990,Technology,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,California,131.18
OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",Washington,52.71
FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Texas,212.632
FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,Louisiana,86.25
OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,Kentucky,22.84
OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",Arizona,10.744
FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Washington,120.784
OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",Georgia,178.47
FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,Michigan,150.98
TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,Pennsylvania,119.994
OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,South Dakota,5.34
OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Pennsylvania,5.824
FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,California,3.08
FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,California,10.68
FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,Texas,5.056
OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,Texas,5.184
OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,California,6.48
FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",Maryland,20.24
TEC-PH-10002885,Technology,Phones,Apple iPhone 5,Ohio,389.898
OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,New York,5.78
OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),California,9.99
TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,California,3.03
OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",California,135.31
TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,California,13.94
OFF-AR-10003811,Office Supplies,Art,Newell 327,Arkansas,2.21
OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",Kentucky,7.1
TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,Oklahoma,6.9
FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",California,119.833
OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,Washington,3.936
TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,New York,1995.99
TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,Indiana,39.89
FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",Pennsylvania,21.648
OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,Illinois,2.672
OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,Oklahoma,5.77
FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",Pennsylvania,25.984
FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,Kentucky,13.79
OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,Washington,53.48
OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,Alabama,6.54
OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,New York,11.48
OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",Texas,64.784
OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,Pennsylvania,32.792
OFF-PA-10002787,Office Supplies,Paper,Xerox 227,Ohio,5.184
OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Tennessee,9.184
OFF-PA-10002262,Office Supplies,Paper,Xerox 192,California,6.48
OFF-AR-10000255,Office Supplies,Art,Newell 328,California,5.84
OFF-AR-10000634,Office Supplies,Art,Newell 320,Texas,3.424
OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,Illinois,4.864
TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,California,227.856
FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,North Carolina,39.472
OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,North Carolina,32.776
TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,California,343.2
OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,California,2.84
OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Pennsylvania,240.52
OFF-LA-10001175,Office Supplies,Labels,Avery 514,North Carolina,2.304
FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",California,69.96
FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,New York,102.582
FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",Ohio,42.518
OFF-AR-10003481,Office Supplies,Art,Newell 348,Pennsylvania,2.624
OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,Arkansas,3.89
OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,Kentucky,5.28
OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Tennessee,1.602
OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,New York,8.75
OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,New Mexico,4.14
TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Washington,199.99
OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,New Jersey,5.06
OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,Ohio,286.256
FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,Kentucky,4.82
OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,New York,4.98
FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,Tennessee,9.656
OFF-AR-10004974,Office Supplies,Art,Newell 342,New York,3.28
OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",New Jersey,15.16
TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,New Mexico,10.28
OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",California,1.82
TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,California,95.192
OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,Florida,43.968
FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,Ohio,177.708
OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Ohio,29.952
TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,Pennsylvania,2099.994
OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,Illinois,2.632
FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Arizona,30.344
